"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2018/10/31","BIGLOBE利用料 -東京都 品川区","-4703","セゾンカード","通信費","インターネット","","0","IpjMWbsf7v9sd01OOv2CGQ"
"1","2018/10/31","ウォルマ-トカ-ド入会特典","1000","セゾンカード","収入","割引","","0","jdM1av61RUhePdl3IIgEfg"
"1","2018/10/29","割引分","52","セゾンカード","収入","ポイント還元","","0","wF54vCApUcVIHMHCA5BB6g"
"1","2018/10/29","西友 サンシャイン店(水産品)","-1711","セゾンカード","食費","食料品","","0","He1xgP_70HXJ_wtWnF7tcA"
